yjGigzkkXMM|https://www.youtube.com/watch?v=yjGigzkkXMM|"Şebnem Ferah - Sil Baştan"|"2025-05-24 20:42:34"|0
4L1C5FRIdiw|https://www.youtube.com/watch?v=4L1C5FRIdiw|"Feridun Düzağaç - Düşler Sokağı"|"2025-05-24 20:43:28"|0
Ql8W_4wS9xc|https://www.youtube.com/watch?v=Ql8W_4wS9xc|"Barış Akarsu - Bir Sevmek Bin Defa Ölmek Demekmiş"|"2025-05-24 20:44:30"|0
SGYTfJX-tCo|https://www.youtube.com/watch?v=SGYTfJX-tCo|"Teoman - Senden Önce Senden Sonra"|"2025-05-24 20:49:32"|0
PAavIWxlvUo|https://www.youtube.com/watch?v=PAavIWxlvUo|"Sezen Aksu - Şanıma İnanma"|"2025-05-24 20:51:02"|0
BwLVgcf5EJw|https://www.youtube.com/watch?v=BwLVgcf5EJw|"Sertab Erener - Bi Polar"|"2025-05-24 20:52:44"|0
_fw5GJdAbLY|https://www.youtube.com/watch?v=_fw5GJdAbLY|"Pamela - İstanbul"|"2025-05-24 21:55:40"|0
xVjLar3I5hM|https://www.youtube.com/watch?v=xVjLar3I5hM|"Duman - Köprüaltı"|"2025-05-24 21:56:47"|0
